ID,QuestionnaireVersion,RawAge,Gender,Age,AgeGenCat,AgeSup,AgeGenSup,Maj.Clin,ClinCourse,Major,Etio.Bipolar,Etio.ChildD,Etio.Dep,Etio.General,Treat.AnxD,Treat.Dem,Treat.General,Treat.Schiz,Treat.Suicide,Gen.AnxD,Gen.AnxMeds.01,Gen.AnxMeds.02,Gen.EatD,Gen.General.01,Gen.General.02,Gen.SubsD,Gen.Suicide,Symp.AnxD.01,Symp.AnxD.02,Symp.Bipolar.01,Symp.Bipolar.02,Symp.ChildD,Symp.Dem,Symp.Dep,Symp.EatD,Symp.Gender,Symp.OCD,Symp.PersD.01,Symp.PersD.02,Symp.PTSD,Symp.Schiz,Symp.Sexual,Symp.SomSymD
950,A2,27,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,W,W,W,R,W,R,W,W,R,W,R,R,W,W,W,W,W,W,W,R,W,W,W,W,W,W,R
30,A1,28,Female,25+,25+.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,R,R,W,R,R,R,R,R,W,R,W,R,W,R,R,R,R,R,R,W,R,R,W,R,R,W,R,R,R,W,W,R,R
53,A1,28,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,W,W,W,R,R,W,R,R,R,W,W,W,W,R,R,R,W,R,W,R,R,W,R,R,R,W,R,R,W,W,R,R
372,A1,28,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,W,R,R,R,W,W,R,R,W,R,R,R,R,R,R,R,W,R,R,W,R,R,W,R,R,R,W,R,R
569,A1,28,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,W,R,W,W,R,R,R,R,R,W,W,R,W,W,R,W,R,R,R,W,W,R,W,R,W,R,R,W,R,W,W,R,W
995,A1,28,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,R,R,W,R,R,R,W,R,R,R,W,R,W,W,W,R,R,R,R,R,W,R,W,R,W,R,R,W,R,W,R
579,A2,28,Female,25+,25+.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,W,W,W,R,W,R,R,R,W,W,R,R,W,R,R,W,R,R,R,R,W,R,W,W,R,R,R,R,W,R,R,R,R
659,A2,28,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,W,R,W,R,W,W,W,R,R,R,R,W,R,W,W,R,W,W,R,R,W,R,W,R,W,W,W,W,R
752,A2,28,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,R,R,R,R,W,R,R,R,W,W,R,W,R,R,R,W,W,W,W,R,R,R,W,W,R,R,R,R,R
825,A2,28,Female,25+,25+.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,W,R,R,R,R,R,R,R,R,W,W,R,R,R,R,R,R,R,W,R,R,R,R,R,W,R,R,R,R,R
1214,A2,28,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,R,R,W,R,W,R,W,W,R,W,R,R,R,W,W,W,W,R,W,R,W,R,R,W,W,R,R
108,A1,28,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,R,R,R,W,R,W,W,W,W,R,R,R,R,R,R,W,R,R,R,W,R,R,R,R,R,R
226,A1,28,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,R,R,W,R,W,R,W,W,W,W,R,W,R,W,R,R,W,R,R,W,W,R,W,W,W,W,W,R,W
436,A1,28,Male,25+,25+.M,25-29,25-29.M,Psyc.NoClin,NoClin,Psyc,R,R,R,W,R,W,W,R,R,W,W,W,W,W,R,R,R,W,W,W,R,W,W,W,W,W,W,R,W,W,W,R,W
532,A1,28,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,W,W,W,W,W,W,W,W,R,W,W,W,R,W,W,R,W,W,W,R,W,W,W,R,W,W,W,W,R
587,A1,28,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,W,W,R,R,R,W,W,R,R,R,R,R,W,W,W,W,R,W,R,W,W,R,W,R,R,W
759,A2,28,Male,25+,25+.M,25-29,25-29.M,NonPsyc.Clin,Clin,NonPsyc,W,W,W,W,R,R,R,W,R,W,W,W,W,W,R,W,R,R,W,W,W,W,W,W,W,W,W,W,W,R,W,W,R
1242,A2,28,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,W,R,R,R,R,R,W,R,W,R,R,R,R,R,R,R,R,R,R,W,R,R,W,R,W,R,W,R,W
234,A1,29,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,W,R,R,R,R,R,W,R,W,W,R,W,R,R,R,W,W,R,W,R,W,R,W,W,R,R,W,R,R
278,A1,29,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,W,R,R,R,R,R,R,R,R,W,R,W,R,R,R,R,R,R,W,R,W,W,R,R,R,R,R,R,R,R,R,R
410,A1,29,Female,25+,25+.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,W,R,R,R,R,W,R,R,R,W,W,W,R,R,R,R,W,W,R,R,R,R,R,R,R,R,R,R,R,R
651,A2,29,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,R,W,W,R,R,R,R,W,R,R,R,R,R,W,W,W,W,R,R,R,W,R,R,R,W,R,R
671,A2,29,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,W,W,R,R,W,R,W,R,R,W,R,R,R,W,W,R,W,R,R,R,W,R,W,R,R,R,R
529,A2,29,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,W,R,R,R,R,R,R,W,W,W,R,W,R,R,W,R,R,W,R,W,R,R,W,W,W,W,R,R,R
1096,A2,29,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,R,R,R,R,W,W,R,R,W,R,R,W,R,R,R,W,W,W,W,R,R,R,W,R,R,W,W,R,R
427,A1,30,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,W,R,W,R,R,R,R,R,R,R,W,W,W,W,R,R,W,W,W,R,W,W,R,R,R,W,W,R,W,W,W,W
738,A2,30,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,R,R,W,W,W,W,R,W,W,W,W,W,R,R,W,W,W,W,W,W,W,R,W,R,W,W,W,R,R
892,A2,30,Female,25+,25+.F,30+,30+.F,Psyc.Clin,Clin,Psyc,W,W,W,W,W,R,W,W,W,W,W,W,W,W,R,R,W,R,R,W,R,W,W,W,W,R,W,W,W,W,W,W,R
225,A1,30,Male,25+,25+.M,30+,30+.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,W,W,R,R,W,R,W,W,R,W,W,W,W,R,R,R,W,W,W,R,W,W,W,W,W,R,W,W,R,W
276,A1,30,Male,25+,25+.M,30+,30+.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,R,W,R,R,R,W,R,R,W,R,R,R,R,W,R,W,R,R,R,W,R,W,W,W,R,R
589,A1,30,Male,25+,25+.M,30+,30+.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,W,R,W,W,W,R,W,W,W,W,W,W,R,R,R,R,W,W,W,W,W,W,R,W,R,W,W,W,W
633,A2,30,Male,25+,25+.M,30+,30+.M,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,R,R,R,W,R,W,W,W,R,R,R,R,R,W,W,W,R,W,W,R,W,W,W,W,R,W,R
767,A2,30,Male,25+,25+.M,30+,30+.M,Psyc.NoClin,NoClin,Psyc,R,W,W,R,W,W,R,R,W,R,R,R,R,W,R,R,R,R,R,W,R,R,W,W,R,R,W,W,R,R,W,R,R
907,A2,30,Male,25+,25+.M,30+,30+.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,R,W,W,W,W,W,W,W,W,R,W,R,R,W,W,W,W,W,W,W,R,W,W,W,W,R
434,A1,31,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,W,W,R,R,R,W,R,W,W,W,W,W,W,W,W,R,W,R,W,R,W,R,R,W,W,W,W,R,W,R,R,R
701,A2,31,Female,25+,25+.F,30+,30+.F,Psyc.NoClin,NoClin,Psyc,R,R,R,W,W,R,R,R,R,R,R,W,W,R,R,R,R,R,R,W,R,R,W,R,R,R,W,W,R,W,W,R,R
772,A2,31,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,R,R,R,R,R,R,W,R,W,W,R,R,R,R,R,R,W,R,R,W,R,R,R,R,R,W,W,R,W
1234,A2,31,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,W,W,W,W,R,R,R,R,W,W,R,R
478,A1,32,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,W,R,R,R,W,R,R,W,W,W,R,R,R,R,R,R,R,W,W,R,R,R,W,R,R,W,R,R,W
636,A2,32,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,R,W,W,W,W,W,W,W,W,W,R,R,W,W,W,W,W,R,W,W,W,W,W,W,W,W,W
1083,A2,32,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,R,W,R,R,R,W,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,W,R,R,R,R
24,A1,33,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,W,W,W,R,R,W,R,W,W,R,W,W,R,W,R,R,R,R,W,W,W,W,R,R,R,W,W,R,R,R,R,W
41,A1,33,Female,25+,25+.F,30+,30+.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,W,W,W,R,W,R,W,W,R,R,R,R,R,R,R,R,R,R,R,R,W,W,R,R,W,R,R
432,A1,33,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,W,W,R,R,R,W,R,W,W,W,R,W,W,R,R,R,R,R,R,R,W,R,R,R,W,R,R,R,R,R,R,W
551,A1,33,Female,25+,25+.F,30+,30+.F,Psyc.NoClin,NoClin,Psyc,R,W,R,R,W,R,W,R,R,W,R,W,W,W,R,W,R,R,R,R,W,W,W,R,W,W,W,R,R,W,W,R,R
773,A2,33,Male,25+,25+.M,30+,30+.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,W,R,R,W,W,W,R,R,W,R,W,W,R,W,W,W,W,W,R,W,W,R,W,R,R,W
819,A2,34,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,W,W,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,R,R,W,W,R,W,W
1105,A2,34,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,W,W,R,R,R,W,W,R,R,R,R,R,W,W,W,R,R,R,R,W,R,W,W,R,R,R
349,A1,34,Male,25+,25+.M,30+,30+.M,Psyc.Clin,Clin,Psyc,R,W,R,R,R,R,R,R,W,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,W
419,A1,35,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,R,W,W,R,W,W,R,R,W,R,R,W,R,W,W,R,W,R,W,W,W,R,W,R,R,W
480,A1,35,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,W,R,R,R,R,W,R,R,W,R,R,R,R,R,R,R,W,R,R,R,R,W,R,W,W,R,W
500,A1,35,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,R,W,W,W,W,W,R,W,W,R,W,W,W,W,W,W,W,W,R,W,W,W,W,W,R,W
643,A2,35,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,R,R,R,W,R,R,W,R,W,W,R,W,R,R,R,W,R,W,R,R,W,R,W,R,R,W,R,R,R
863,A2,35,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,W,W,W,R,R,R,R,R,W,R,W,R,W,W,R,R,W,R,W,W,W,R,R,R,R,R,W,W,R,W,R,R,R
571,A1,35,Male,25+,25+.M,30+,30+.M,Psyc.Clin,Clin,Psyc,R,W,W,W,R,R,R,W,W,W,W,R,W,W,R,W,R,R,W,W,W,R,W,R,W,R,R,W,R,W,R,R,R
414,A1,36,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,R,W,R,R,R,R,R,R,R,R,W,W,W,R,W,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R
713,A2,36,Female,25+,25+.F,30+,30+.F,Psyc.NoClin,NoClin,Psyc,R,R,R,W,R,R,W,R,R,R,R,R,W,R,R,W,R,R,R,W,R,R,W,R,R,R,R,R,R,R,W,R,R
583,A1,36,Male,25+,25+.M,30+,30+.M,Psyc.NoClin,NoClin,Psyc,W,W,R,R,R,R,R,R,W,W,R,R,W,W,W,W,R,R,R,R,W,W,W,R,W,W,W,R,R,W,R,W,R
373,A1,37,Female,25+,25+.F,30+,30+.F,Psyc.NoClin,NoClin,Psyc,R,W,R,R,W,R,R,R,W,W,W,R,W,R,W,W,R,R,R,W,W,W,R,R,W,R,W,R,W,W,W,W,R
423,A1,37,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,W,W,R,R,R,R,R,W,R,W,R,R,R,R,R,R,R,W,R,W,W,W,R,W,R,R,W,R,R,R
637,A2,37,Male,25+,25+.M,30+,30+.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,W,W,W,W,W,W,W,W,R,W,W,R,W,R,R,W,W,W,R,W,W,W,W,W,R,R,W,W,W,W
855,A2,38,Female,25+,25+.F,30+,30+.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,R,W,R,W,R,R,R,W,R,R,W,W,R,R,R,R,R,W,W,R,W,W,R,R
479,A1,39,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,W,R,W,W,W,W,W,W,R,W,R,R,R,W,R,W,R,W,R,R,W,R,R,R,W,R,R
496,A1,39,Female,25+,25+.F,30+,30+.F,Psyc.NoClin,NoClin,Psyc,R,R,R,W,W,R,R,W,W,W,W,W,W,R,R,W,R,R,R,W,W,R,R,W,W,R,W,W,W,W,W,R,W
582,A1,40,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,W,R,R,R,W,R,W,W,W,R,W,W,R,W,R,W,W,W,R,W,W,W,W,R,R,W,W,R,W
763,A2,40,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,W,W,R,W,W,W,W,R,W,W,W,R,R,W,W,W,W,R,W,R,R,W,W,R,W,W,W,W
866,A2,40,Male,25+,25+.M,30+,30+.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,R,R,R,R,W,R,R,W,R,W,R,R,W,R,R,R,R,W,R,W,R,R,R,W,W,R,R,W,R,R
418,A1,41,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,W,R,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R
306,A1,43,Female,25+,25+.F,30+,30+.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,W,R,W,W,W,W,W,W,R,W,R,R,W,W,W,W,W,W,R,W,W,W,W,W,W,R,W
55,A1,43,Male,25+,25+.M,30+,30+.M,NonPsyc.Clin,Clin,NonPsyc,W,R,R,R,R,R,W,R,W,R,R,R,W,R,R,W,R,R,R,W,W,R,R,R,W,R,R,W,R,R,W,R,R
412,A1,44,Male,25+,25+.M,30+,30+.M,Psyc.Clin,Clin,Psyc,R,W,W,W,R,R,W,R,W,R,W,W,W,R,W,W,W,R,W,R,W,W,W,W,W,W,W,W,W,W,W,R,R
493,A1,45,Male,25+,25+.M,30+,30+.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,W,W,W,W,W,W,W,W,R,W,R,W,R,W,W,W,W,R,W,W,W,W,R,R,W,R,R
878,A2,47,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,W,W,W,R,R,W,R,W,W,R,W,R,W,R,R,R,R,R,R,W,R,W,W,R,R,W,W,W,W,W,W,R
786,A2,48,Male,25+,25+.M,30+,30+.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,R,R,W,R,W,W,W,R,W,R,W,W,R,R,W,W,W,W,W,R,W,R,W,W,W,W,R,W,R
429,A1,50,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,R,R,R,R,W,W,W,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R
428,A1,55,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,W,R,W,R,W,R,W,W,W,R,W,W,R,W,R,R,W,R,W,W,W,W,W,R,W,W,W,W,W,W,R,W
873,A2,55,Female,25+,25+.F,30+,30+.F,Psyc.NoClin,NoClin,Psyc,W,W,W,W,W,R,W,R,W,W,R,W,W,R,R,R,R,R,W,W,R,R,R,W,R,W,R,R,W,W,W,R,R
78,A1,61,Female,25+,25+.F,30+,30+.F,NonPsyc.Clin,Clin,NonPsyc,R,W,R,W,W,R,W,R,R,R,W,W,W,R,R,W,R,R,R,R,W,R,R,W,R,W,R,R,R,W,W,W,R
